City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
445,Caraballeda,VE,10.6112,-66.8522,80.85,82,40,6.91,scattered clouds
446,Deputatskiy,RU,69.3,139.9,46.51,59,91,6.29,overcast clouds
447,Zhuhai,CN,22.2769,113.5678,92.98,66,20,11.5,few clouds
448,Kaitangata,NZ,-46.2817,169.8464,38.97,79,2,6.02,clear sky
449,Jaisinghnagar,IN,23.7,81.3833,85.6,64,100,5.95,overcast clouds
450,Kabale,UG,-1.2486,29.9899,68.9,52,43,8.59,scattered clouds
451,Ngawi,ID,-7.4038,111.4461,91.74,33,97,7.29,overcast clouds
452,Ghanzi,BW,-21.5667,21.7833,73.08,22,0,13.58,clear sky
453,Taksimo,RU,56.3444,114.8794,51.3,71,100,2.44,light rain
454,Iquique,CL,-20.2208,-70.1431,55.44,75,9,3.58,clear sky
455,Kutum,SD,14.2,24.6667,78.84,55,67,6.24,broken clouds
456,Blind River,CA,46.1834,-82.9582,66.31,89,68,4.72,broken clouds
457,Ridgecrest,US,35.6225,-117.6709,90.64,20,0,12.66,clear sky
458,San Luis,AR,-33.295,-66.3356,53.58,31,83,5.12,broken clouds
459,Benguela,AO,-12.5763,13.4055,72.46,73,70,6.13,broken clouds
460,Vale,GE,41.6156,42.8722,83.5,37,6,4.09,clear sky
461,Ust-Nera,RU,64.5667,143.2,57.31,70,98,8.16,light rain
462,Mayya,RU,61.7333,130.2811,51.12,97,100,6.29,overcast clouds
463,Airai,TL,-8.9266,125.4092,63.68,70,100,3.91,overcast clouds
464,Paramonga,PE,-10.6667,-77.8333,60.37,87,63,7.58,broken clouds
465,Verkhoyansk,RU,67.5447,133.385,48.74,74,100,8.81,overcast clouds
466,Ulladulla,AU,-35.35,150.4667,50.77,59,86,1.3,overcast clouds
467,Morondava,MG,-20.2833,44.2833,80.15,58,0,10.27,clear sky
468,Villa Del Rosario,CO,7.8339,-72.4742,69.28,85,32,4.79,scattered clouds
469,Qaqortoq,GL,60.7167,-46.0333,44.35,89,43,4.41,scattered clouds
470,Wattegama,LK,6.7989,81.4808,83.12,59,100,3.94,overcast clouds
471,Kirkwall,GB,58.9848,-2.9587,57.96,100,75,6.91,fog
472,Bendigo,AU,-36.7667,144.2833,51.85,60,100,1.01,overcast clouds
473,Baishishan,CN,43.5833,127.5667,66.97,72,83,3.15,broken clouds
474,Piacabucu,BR,-10.4056,-36.4344,72.5,78,100,10.54,overcast clouds
475,Isabela,PH,6.7085,121.9711,86.05,82,100,6.13,overcast clouds
476,Itamaraca,BR,-7.7478,-34.8256,75.25,84,61,11.65,broken clouds
477,Glendive,US,47.1053,-104.7125,67.62,85,0,8.05,clear sky
478,Tura,IN,25.5198,90.2201,85.01,71,78,5.03,broken clouds
479,Adrar,MR,20.5022,-10.0711,93.96,31,5,13.91,clear sky
480,High Prairie,CA,55.4334,-116.4858,58.66,79,12,4.36,few clouds
481,Bilibino,RU,68.0546,166.4372,53.33,78,42,2.37,scattered clouds
482,Lima,PE,-12.0432,-77.0282,58.89,87,100,6.91,overcast clouds
483,Rincon,US,32.296,-81.2354,77.86,93,0,0.0,clear sky
484,Biak,ID,-0.9131,122.8766,78.48,82,76,6.91,broken clouds
485,Mobaye,CF,4.319,21.1786,81.19,66,97,3.76,overcast clouds
486,Kharan,PK,28.5833,65.4167,81.77,20,100,4.74,overcast clouds
487,Celestun,MX,20.8667,-90.4,77.49,87,88,7.99,overcast clouds
488,Vilhena,BR,-12.7406,-60.1458,64.87,48,44,3.22,scattered clouds
489,Bowen,AU,-20.0167,148.2333,65.32,62,0,12.68,clear sky
490,Yima,CN,34.7381,111.8839,85.93,43,29,6.93,scattered clouds
491,Ixtapa,MX,20.7,-105.2,80.22,94,0,4.61,clear sky
492,Guarapari,BR,-20.6667,-40.4975,63.9,89,18,5.79,few clouds
493,Dicabisagan,PH,17.0818,122.4157,83.35,80,100,11.18,heavy intensity rain
494,Boguchany,RU,58.3814,97.4531,51.31,96,100,5.44,overcast clouds
495,Xiongzhou,CN,25.1167,114.3,95.09,45,94,6.08,overcast clouds
496,Imbituba,BR,-28.24,-48.6703,64.85,99,76,8.1,broken clouds
497,Rock Sound,BS,24.9,-76.2,82.81,72,40,8.9,scattered clouds
498,Dawei,MM,14.0833,98.2,85.12,71,51,6.76,broken clouds
499,Yenagoa,NG,4.9247,6.2642,81.95,66,52,4.88,broken clouds
500,Broome,US,42.2506,-75.833,63.61,97,0,6.91,clear sky
501,Houma,US,29.5958,-90.7195,78.8,94,91,0.0,overcast clouds
502,Karratha,AU,-20.7377,116.8463,76.41,29,0,10.8,clear sky
503,Manggar,ID,-2.8833,108.2667,83.3,68,21,14.05,few clouds
504,Ostashkov,RU,57.1467,33.1075,84.04,34,63,7.81,broken clouds
505,Erzin,TR,36.9559,36.2,84.54,63,62,6.46,broken clouds
506,Bull Savanna,JM,17.8868,-77.5902,75.9,88,12,7.38,few clouds
507,Moose Factory,CA,51.2585,-80.6094,50.0,87,100,5.75,overcast clouds
508,Nelipyno,UA,48.561,23.0315,72.41,48,88,1.19,overcast clouds
509,Bafq,IR,31.6128,55.4107,90.66,8,0,18.77,clear sky
510,Bud,US,39.447,-86.1758,63.82,95,1,1.79,clear sky
511,Bar Harbor,US,44.3876,-68.2039,64.24,94,100,3.44,mist
512,Pacific Grove,US,36.6177,-121.9166,60.48,93,100,6.91,mist
513,Gizo,SB,-8.103,156.8419,82.15,76,98,6.98,light rain
514,Zunyi,CN,27.6867,106.9072,84.87,64,99,9.91,overcast clouds
515,Leeton,AU,-34.5667,146.4,50.9,61,95,8.75,overcast clouds
516,Ketchikan,US,55.3422,-131.6461,63.07,82,0,5.75,clear sky
517,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,88,20,2.01,light intensity shower rain
518,Tongliao,CN,43.6125,122.2653,78.51,46,75,2.77,broken clouds
519,Waingapu,ID,-9.6567,120.2641,81.72,53,100,18.43,overcast clouds
520,Alofi,NU,-19.0595,-169.9187,69.69,100,2,3.44,clear sky
521,Chumikan,RU,54.7183,135.315,62.42,60,44,4.63,scattered clouds
522,Abdulino,RU,53.7,53.6667,84.9,22,10,10.45,clear sky
523,Mykhaylivka,UA,47.2724,35.2224,90.37,17,2,25.21,clear sky
524,Luwuk,ID,-0.9516,122.7875,80.04,85,73,6.15,broken clouds
525,Gasa,PS,31.5,34.4667,92.88,39,0,8.68,clear sky
526,San Pablo De Borbur,CO,5.6603,-74.0621,67.86,90,64,5.1,broken clouds
527,Ust-Barguzin,RU,53.45,108.9833,52.43,68,78,9.8,light rain
528,Beneditinos,BR,-5.45,-42.3667,71.76,63,66,4.65,broken clouds
529,Binzhou,CN,37.3667,118.0167,73.69,68,99,3.0,overcast clouds
530,Port Hedland,AU,-20.3167,118.5667,82.45,24,1,9.22,clear sky
531,Yingcheng,CN,30.95,113.55,90.61,57,84,9.69,broken clouds
532,Muscat,OM,23.6139,58.5922,93.22,51,73,11.03,broken clouds
533,Hun,LY,29.1268,15.9477,87.57,39,0,2.19,clear sky
534,Luganville,VU,-15.5333,167.1667,77.52,86,34,8.48,scattered clouds
535,Amapa,BR,1.0,-52.0,69.13,99,96,0.56,overcast clouds
536,Bellary,IN,15.15,76.9333,85.91,49,100,11.9,overcast clouds
537,Raudeberg,NO,61.9875,5.1352,65.86,66,85,5.53,overcast clouds
538,Anadyr,RU,64.75,177.4833,55.9,62,20,6.71,few clouds
539,Muros,ES,42.7762,-9.0603,72.09,81,28,7.36,scattered clouds
540,Rawson,AR,-43.3002,-65.1023,45.59,66,0,10.67,clear sky
541,Penzance,GB,50.1186,-5.5371,66.88,100,40,2.3,scattered clouds
542,Kanigoro,ID,-8.13,112.219,79.2,71,88,12.44,overcast clouds
543,Atasu,KZ,48.6814,71.6433,72.64,23,0,17.05,clear sky
544,Yumen,CN,40.2833,97.2,83.82,27,21,16.17,few clouds
545,Mareeba,AU,-17.0,145.4333,66.92,65,2,4.81,clear sky
546,Harrisburg,US,40.2737,-76.8844,68.61,90,0,3.44,clear sky
547,Udachnyy,RU,66.4167,112.4,49.95,63,98,9.22,overcast clouds
548,Mgandu,TZ,-5.95,34.1333,74.39,33,3,12.12,clear sky
549,Sola,VU,-13.8833,167.55,79.5,80,38,15.01,scattered clouds
550,Avera,US,33.194,-82.5271,72.37,91,97,5.41,overcast clouds
551,Mataram,ID,-8.5833,116.1167,85.01,65,91,11.68,overcast clouds
552,Ubinskoye,RU,55.3068,79.6802,72.5,43,39,6.98,scattered clouds
553,Xacmaz,AZ,41.4635,48.806,89.11,27,0,25.08,clear sky
554,Yavas,RU,54.4159,42.8491,87.89,27,51,3.65,broken clouds
555,Yuancheng,CN,36.652,107.7896,62.2,83,100,7.96,overcast clouds
556,Namibe,AO,-15.1961,12.1522,74.07,57,6,5.77,clear sky
557,Aleksandrovka,UA,46.8383,32.7612,87.49,24,12,17.56,few clouds
558,Porto Torres,IT,40.835,8.3972,84.38,56,0,5.93,clear sky
559,Tevaitoa,PF,-16.7833,-151.5,76.87,77,8,10.85,clear sky
560,Warrington,GB,53.3925,-2.5802,66.92,89,75,11.5,light intensity drizzle
561,Mabaruma,GY,8.2,-59.7833,70.34,99,100,3.02,overcast clouds
562,Sheridan,US,44.8333,-106.9173,64.92,78,0,3.44,clear sky
563,Kupang,ID,-10.1667,123.5833,84.78,54,20,18.41,few clouds
564,Aykhal,RU,66.0,111.5,46.65,76,100,7.87,overcast clouds
565,Jacmel,HT,18.2342,-72.5347,76.84,84,91,1.72,overcast clouds
566,Kyabe,TD,9.4515,18.9449,75.78,89,100,5.14,light rain
567,Gamba,GA,-2.65,10.0,77.68,66,8,6.31,clear sky
568,Botou,CN,38.0667,116.5667,70.57,80,99,5.59,overcast clouds
569,Lompoc,US,34.6391,-120.4579,57.34,98,100,4.61,overcast clouds
570,Manado,ID,1.487,124.8455,88.57,58,20,8.05,few clouds
571,Vuktyl,RU,63.8567,57.3094,74.95,30,77,12.77,broken clouds
572,Kampong Cham,KH,11.9934,105.4635,90.0,59,100,4.68,overcast clouds
573,Tamandare,BR,-8.7597,-35.1047,72.97,83,84,10.94,broken clouds
574,Gawler,AU,-34.6,138.7333,54.16,92,46,5.19,scattered clouds
575,Dali,CN,25.7,100.1833,75.04,75,55,4.52,broken clouds
576,Sabha,LY,27.0377,14.4283,97.9,18,0,14.81,clear sky
577,Hobyo,SO,5.3505,48.5268,83.71,59,39,24.36,scattered clouds
578,Islaz,RO,43.7333,24.75,74.08,67,100,3.91,overcast clouds
579,Sokna,NO,60.24,9.9235,65.91,56,70,3.96,broken clouds
580,Hervey Bay,AU,-25.2986,152.8535,60.48,54,0,5.53,clear sky
581,Zhigalovo,RU,54.8097,105.1578,49.35,87,100,8.66,light rain
582,Bayangol,RU,50.6977,103.4656,52.25,74,94,5.75,overcast clouds
583,Sakakah,SA,29.9697,40.2064,90.97,12,0,10.13,clear sky
584,Prieska,ZA,-29.6641,22.7474,75.11,20,6,24.29,clear sky
585,Wanaka,NZ,-44.7,169.15,37.13,87,100,3.6,overcast clouds
586,Lichinga,MZ,-13.3128,35.2406,64.49,68,40,17.27,scattered clouds
587,Jaguariaiva,BR,-24.2511,-49.7058,50.14,97,98,5.66,overcast clouds
588,Segou,ML,13.4317,-6.2157,73.29,85,100,9.46,overcast clouds
589,Grand Island,US,40.925,-98.342,73.35,64,0,16.11,clear sky
590,Shonguy,RU,68.7526,33.146,57.07,58,40,11.18,scattered clouds
591,Anastacio,BR,-20.4836,-55.8069,71.26,56,96,6.04,overcast clouds
592,Bada,RU,51.392,109.8717,53.62,49,95,11.59,overcast clouds
593,Buriti,BR,-22.9302,-45.3881,54.54,97,55,2.68,broken clouds
594,Kodinar,IN,20.7903,70.7031,83.34,77,90,17.13,overcast clouds
595,Banyo,CM,6.75,11.8167,71.69,85,100,2.55,moderate rain
596,Zeya,RU,53.75,127.2667,64.83,59,74,4.36,broken clouds
597,Miri,MY,4.4148,114.0089,82.54,89,40,2.3,thunderstorm
598,Porterville,US,36.0652,-119.0168,80.55,44,0,0.0,clear sky
599,Lukovetskiy,RU,64.2956,41.9211,71.42,40,98,6.29,overcast clouds
600,Strezhevoy,RU,60.7333,77.5889,75.99,53,62,9.69,broken clouds
601,Great Bend,US,38.3645,-98.7648,65.03,76,0,0.0,clear sky
602,Nakuru,KE,-0.2833,36.0667,72.46,48,51,6.38,broken clouds
603,Zholymbet,KZ,51.7433,71.7122,70.72,29,8,10.78,clear sky
604,Nizhnyaya Tavda,RU,57.6731,66.1725,74.77,48,100,4.43,overcast clouds
605,Urengoy,RU,65.9667,78.3667,68.68,66,100,10.27,overcast clouds
606,Port Blair,IN,11.6667,92.75,86.04,74,40,11.5,scattered clouds
607,Pimentel,PE,-6.8367,-79.9342,62.1,87,90,8.23,overcast clouds
608,La Tuque,CA,47.4334,-72.7824,64.65,94,81,0.0,broken clouds
609,Khonsa,IN,27.0167,95.5667,79.66,90,100,2.17,overcast clouds
610,Taubate,BR,-23.0264,-45.5553,53.28,97,51,2.51,broken clouds
611,Diamantino,BR,-14.4086,-56.4461,70.41,38,100,4.21,overcast clouds
612,Klyuchi,RU,52.2667,79.1667,72.72,30,0,13.04,clear sky
613,Hay River,CA,60.8156,-115.7999,69.78,60,75,11.5,smoke
614,Katete,UG,-0.7818,29.7544,79.84,36,66,5.35,broken clouds
615,Cozumel,MX,20.5083,-86.9458,80.22,84,6,6.93,clear sky
616,Micheweni,TZ,-4.9667,39.8333,80.17,63,17,14.25,light rain
617,Forrest City,US,35.0081,-90.7898,68.67,98,12,5.32,few clouds
618,Epiniana,GR,39.1429,21.6134,70.52,56,100,3.91,overcast clouds
619,Kodinsk,RU,58.6881,99.1844,49.66,96,100,5.17,overcast clouds
620,Nizhniy Odes,RU,63.6445,54.856,75.16,30,79,10.33,broken clouds
621,Jaisalmer,IN,26.9147,70.9181,84.7,73,80,19.57,broken clouds
622,Oriximina,BR,-1.7656,-55.8661,72.81,90,89,3.51,overcast clouds
623,Maurawan,IN,26.4333,80.8833,84.24,53,100,3.13,overcast clouds
624,Goderich,CA,43.7501,-81.7165,63.91,94,0,2.3,clear sky
625,Missoula,US,47.0166,-113.8009,66.6,94,23,4.47,few clouds
626,Grand Gaube,MU,-20.0064,57.6608,76.37,50,64,14.0,broken clouds
627,Glasgow,GB,55.8652,-4.2576,59.22,91,100,10.0,overcast clouds
628,Talaya,RU,61.3833,152.75,48.96,89,100,18.95,moderate rain
629,Nouakchott,MR,18.0858,-15.9785,82.33,81,69,17.54,broken clouds
630,Vostok,RU,46.4856,135.8833,59.16,69,100,5.82,overcast clouds
631,Viedma,AR,-40.8135,-62.9967,51.53,62,100,4.16,overcast clouds
632,Kruisfontein,ZA,-34.0033,24.7314,77.88,19,84,21.5,broken clouds
633,Yakeshi,CN,49.2833,120.7333,67.05,39,100,14.03,light rain
634,Baghdad,IQ,33.3406,44.4009,103.91,18,0,20.71,clear sky
635,Heyang,CN,26.1011,107.473,88.32,52,94,3.53,overcast clouds
636,Dongli,CN,23.5656,116.8194,84.18,79,40,17.9,scattered clouds
637,Hirara,JP,24.8,125.2833,89.87,70,75,11.5,broken clouds
638,Ilinskiy,RU,55.619,38.1182,86.72,29,0,8.99,clear sky
639,Mount Pleasant,US,32.7941,-79.8626,75.97,98,100,1.01,overcast clouds
640,Diego De Almagro,CL,-26.3667,-70.05,54.03,29,0,1.83,clear sky
641,Mumford,GH,5.2618,-0.759,76.41,80,97,8.9,overcast clouds
642,Berdigestyakh,RU,62.0989,126.6992,46.71,95,100,8.68,light rain
643,Huilong,CN,31.8111,121.655,78.53,67,98,10.4,overcast clouds
644,Barre,US,44.197,-72.5021,67.75,65,100,0.0,mist
645,Kelo,TD,9.3086,15.8066,74.5,91,100,2.95,moderate rain
646,Ikungi,TZ,-5.1333,34.7667,74.55,29,6,12.84,clear sky
647,Sabang,ID,5.8933,95.3214,81.82,76,91,16.73,overcast clouds
648,Chiredzi,ZW,-21.05,31.6667,73.29,42,3,7.43,clear sky
649,Kalat,PK,29.0225,66.5916,68.67,63,96,8.28,overcast clouds
650,Valea Ierii,RO,46.65,23.35,61.47,70,100,5.26,light rain
651,Kemijarvi,FI,66.7131,27.4306,59.5,54,100,3.6,overcast clouds
652,Asau,RO,46.4333,26.4,76.28,53,92,5.57,overcast clouds
653,Bilokurakyne,UA,49.5341,38.7307,89.2,15,0,19.84,clear sky
654,Jalu,LY,29.0331,21.5482,89.35,39,0,8.84,clear sky
655,Longonjo,AO,-12.9067,15.2533,81.25,22,99,5.37,overcast clouds
656,Powell,US,40.1578,-83.0752,59.92,96,0,0.0,mist
657,Daniel Flores,CR,9.3355,-83.6694,69.21,91,100,1.5,overcast clouds
658,Zhezkazgan,KZ,47.8043,67.7144,78.78,24,0,11.18,clear sky
659,Nelidovo,RU,56.2211,32.7774,83.16,30,80,8.03,broken clouds
660,Atyrau,KZ,47.1167,51.8833,89.62,23,0,11.18,clear sky
661,Gambo,CF,4.6482,22.2633,83.62,52,88,2.37,overcast clouds
662,Naron,ES,43.5167,-8.1528,72.03,85,66,5.14,broken clouds
663,Belyy Yar,RU,53.6039,91.3903,67.89,45,0,6.71,clear sky
664,Nemuro,JP,43.3236,145.575,66.61,80,76,7.49,broken clouds
665,Lapua,FI,62.9693,23.0088,57.34,97,100,9.46,light rain
666,Touba,CI,8.2833,-7.6833,69.48,97,100,5.41,light rain
667,Merritt Island,US,28.5392,-80.672,80.6,90,0,0.0,clear sky
668,Fria,GN,10.4167,-13.5833,74.21,91,100,1.99,overcast clouds
669,Tiznit,MA,29.5833,-9.5,81.86,44,90,4.65,overcast clouds
670,Banda Aceh,ID,5.5577,95.3222,83.82,68,90,10.6,overcast clouds
671,Creel,MX,27.75,-107.6333,56.26,96,100,2.59,overcast clouds
